Item Identifier,Item Weight,Fat Level,Item Visibility,Item Type,Item Price,Store Identifier,Store Established,Store Type,Item Sales
FDW45,18,Low Fat,0.039090105,Snack Foods,2.29,OUT045,2002,Supermarket Type1,469
FDW45,18,Low Fat,0.03901099,Snack Foods,2.28,OUT046,1997,Supermarket Type1,469
FDW45,18,Low Fat,0.039071642,Snack Foods,2.24,OUT049,1999,Supermarket Type1,101
FDW46,13,Regular,0.070243155,Snack Foods,1.02,OUT013,1987,Supermarket Type1,51
FDW46,13,Regular,0.070699313,Snack Foods,1.02,OUT017,2007,Supermarket Type1,147
FDW46,13,reg,0.070588037,Snack Foods,1.02,OUT018,2009,Supermarket Type2,131
FDW46,,Regular,0.123089128,Snack Foods,0.99,OUT019,1985,Grocery Store,10
FDW46,13,Regular,0.070288365,Snack Foods,1,OUT035,2004,Supermarket Type1,277
FDW46,13,Regular,0.070444232,Snack Foods,0.98,OUT045,2002,Supermarket Type1,131
FDW47,15,Low Fat,0.077622622,Breads,1.88,OUT010,1998,Grocery Store,25
FDW47,15,Low Fat,0.046336634,Breads,1.85,OUT013,1987,Supermarket Type1,354
FDW47,,Low Fat,0.081197035,Breads,1.88,OUT019,1985,Grocery Store,37
FDW47,15,Low Fat,0.046469277,Breads,1.91,OUT045,2002,Supermarket Type1,134
FDW47,15,Low Fat,0.046375227,Breads,1.9,OUT046,1997,Supermarket Type1,74
FDW47,15,Low Fat,0.046447328,Breads,1.88,OUT049,1999,Supermarket Type1,244
FDW48,18,Low Fat,0.008533716,Baking Goods,1.21,OUT013,1987,Supermarket Type1,42
FDW48,18,Low Fat,0.008589133,Baking Goods,1.25,OUT017,2007,Supermarket Type1,148
FDW48,18,Low Fat,0.008575615,Baking Goods,1.24,OUT018,2009,Supermarket Type2,66
FDW48,,Low Fat,0,Baking Goods,1.27,OUT019,1985,Grocery Store,17
FDW48,,Low Fat,0.008499464,Baking Goods,1.26,OUT027,1985,Supermarket Type3,157
FDW48,18,Low Fat,0.008539208,Baking Goods,1.26,OUT035,2004,Supermarket Type1,42
FDW48,18,Low Fat,0.008558144,Baking Goods,1.22,OUT045,2002,Supermarket Type1,123
FDW48,18,Low Fat,0.008554102,Baking Goods,1.23,OUT049,1999,Supermarket Type1,82
FDW49,19.5,LF,0.082483516,Others,2.76,OUT013,1987,Supermarket Type1,287
FDW49,19.5,Low Fat,0.083019163,Others,2.78,OUT017,2007,Supermarket Type1,520
FDW49,19.5,Low Fat,0.082888496,Others,2.76,OUT018,2009,Supermarket Type2,126
FDW49,,Low Fat,0.14453827,Others,2.79,OUT019,1985,Grocery Store,90
FDW49,,Low Fat,0.082152451,Others,2.78,OUT027,1985,Supermarket Type3,412
FDW49,19.5,Low Fat,0.082536604,Others,2.73,OUT035,2004,Supermarket Type1,215
FDW49,19.5,Low Fat,0.082719632,Others,2.77,OUT045,2002,Supermarket Type1,287
FDW49,19.5,Low Fat,0.082552214,Others,2.77,OUT046,1997,Supermarket Type1,72
FDW49,19.5,Low Fat,0,Others,2.77,OUT049,1999,Supermarket Type1,233
FDW50,13.1,Low Fat,0.075515154,Dairy,2.58,OUT013,1987,Supermarket Type1,301
FDW50,13.1,Low Fat,0.076005548,Dairy,2.56,OUT017,2007,Supermarket Type1,117
FDW50,13.1,Low Fat,0.075885921,Dairy,2.55,OUT018,2009,Supermarket Type2,151
FDW50,,Low Fat,0.132327406,Dairy,2.6,OUT019,1985,Grocery Store,34
FDW50,13.1,Low Fat,0.075563757,Dairy,2.59,OUT035,2004,Supermarket Type1,201
FDW50,13.1,Low Fat,0.075731322,Dairy,2.58,OUT045,2002,Supermarket Type1,151
FDW50,13.1,Low Fat,0.075695552,Dairy,2.6,OUT049,1999,Supermarket Type1,151
FDW51,6.155,Regular,0.158441218,Meat,3.3,OUT010,1998,Grocery Store,88
FDW51,6.155,Regular,0.095195306,Meat,3.3,OUT017,2007,Supermarket Type1,240
FDW51,6.155,Regular,0.095045476,Meat,3.29,OUT018,2009,Supermarket Type2,261
FDW51,,Regular,0.094201477,Meat,3.29,OUT027,1985,Supermarket Type3,696
FDW51,6.155,Regular,0.094659871,Meat,3.31,OUT046,1997,Supermarket Type1,283
FDW51,6.155,Regular,0.094807042,Meat,3.29,OUT049,1999,Supermarket Type1,392
FDW52,14,Regular,0.037491314,Frozen Foods,2.53,OUT013,1987,Supermarket Type1,185
FDW52,14,Regular,0.037734782,Frozen Foods,2.57,OUT017,2007,Supermarket Type1,487
FDW52,,Regular,0.037340835,Frozen Foods,2.52,OUT027,1985,Supermarket Type3,403
FDW52,14,Regular,0.037580877,Frozen Foods,2.51,OUT049,1999,Supermarket Type1,437
FDW55,12.6,Regular,0.036773101,Fruits and Vegetables,3.86,OUT010,1998,Grocery Store,26
FDW55,12.6,Regular,0.021951613,Fruits and Vegetables,3.87,OUT013,1987,Supermarket Type1,483
FDW55,,Regular,0.021863506,Fruits and Vegetables,3.81,OUT027,1985,Supermarket Type3,559
FDW55,12.6,Regular,0,Fruits and Vegetables,3.84,OUT035,2004,Supermarket Type1,686
FDW55,12.6,Regular,0.021969896,Fruits and Vegetables,3.83,OUT046,1997,Supermarket Type1,330
FDW56,7.68,Low Fat,0.118672537,Fruits and Vegetables,2.97,OUT010,1998,Grocery Store,39
FDW56,7.68,Low Fat,0.071301323,Fruits and Vegetables,2.94,OUT017,2007,Supermarket Type1,270
FDW56,7.68,LF,0.0711891,Fruits and Vegetables,2.98,OUT018,2009,Supermarket Type2,578
FDW56,,Low Fat,0.070556945,Fruits and Vegetables,2.95,OUT027,1985,Supermarket Type3,751
FDW56,7.68,Low Fat,0.070900282,Fruits and Vegetables,2.97,OUT046,1997,Supermarket Type1,558
FDW56,7.68,Low Fat,0.071010513,Fruits and Vegetables,2.95,OUT049,1999,Supermarket Type1,520
FDW57,8.31,Regular,0.116331694,Snack Foods,2.73,OUT017,2007,Supermarket Type1,401
FDW57,8.31,reg,0.116148596,Snack Foods,2.72,OUT018,2009,Supermarket Type2,589
FDW57,8.31,Regular,0.115911972,Snack Foods,2.74,OUT045,2002,Supermarket Type1,260
FDW57,8.31,Regular,0,Snack Foods,2.74,OUT046,1997,Supermarket Type1,398
FDW57,8.31,Regular,0.115857223,Snack Foods,2.76,OUT049,1999,Supermarket Type1,519
FDW58,20.75,Low Fat,0.007546808,Snack Foods,1.61,OUT013,1987,Supermarket Type1,175
FDW58,20.75,LF,0.007551665,Snack Foods,1.66,OUT035,2004,Supermarket Type1,175
FDW59,13.15,Low Fat,0.020698674,Breads,1.33,OUT013,1987,Supermarket Type1,110
FDW59,13.15,Low Fat,0.020833091,Breads,1.34,OUT017,2007,Supermarket Type1,186
FDW59,,Low Fat,0.03627089,Breads,1.33,OUT019,1985,Grocery Store,17
FDW59,13.15,Low Fat,0.020711996,Breads,1.28,OUT035,2004,Supermarket Type1,170
FDW59,13.15,Low Fat,0.020757926,Breads,1.3,OUT045,2002,Supermarket Type1,77
FDW59,13.15,Low Fat,0.020715913,Breads,1.29,OUT046,1997,Supermarket Type1,127
FDW60,5.44,Regular,0.017047751,Baking Goods,2.69,OUT013,1987,Supermarket Type1,315
FDW60,,Regular,0.016979326,Baking Goods,2.73,OUT027,1985,Supermarket Type3,352
FDW60,5.44,Regular,0.017096552,Baking Goods,2.75,OUT045,2002,Supermarket Type1,332
FDX01,10.1,Low Fat,0.040446145,Others,1.82,OUT010,1998,Grocery Store,12
FDX01,10.1,LF,0.024262772,Others,1.82,OUT018,2009,Supermarket Type2,152
FDX01,,Low Fat,0.024047319,Others,1.78,OUT027,1985,Supermarket Type3,199
FDX01,10.1,Low Fat,0.024159767,Others,1.77,OUT035,2004,Supermarket Type1,82
FDX01,10.1,Low Fat,0.024213342,Others,1.8,OUT045,2002,Supermarket Type1,129
FDX01,10.1,Low Fat,0.024201905,Others,1.77,OUT049,1999,Supermarket Type1,280
FDX02,16,Low Fat,0.057012606,Dairy,3.47,OUT013,1987,Supermarket Type1,586
FDX02,16,Low Fat,0.057292529,Dairy,3.46,OUT018,2009,Supermarket Type2,451
FDX02,16,Low Fat,0.057049301,Dairy,3.48,OUT035,2004,Supermarket Type1,135
FDX02,16,LF,0.05706009,Dairy,3.47,OUT046,1997,Supermarket Type1,496
FDX03,15.85,Regular,0.102262138,Meat,0.73,OUT010,1998,Grocery Store,10
FDX03,15.85,Regular,0.061045133,Meat,0.69,OUT013,1987,Supermarket Type1,19
FDX03,,Regular,0.106971167,Meat,0.69,OUT019,1985,Grocery Store,14
FDX03,,Regular,0.060800116,Meat,0.69,OUT027,1985,Supermarket Type3,79
FDX03,15.85,Regular,0.06121988,Meat,0.71,OUT045,2002,Supermarket Type1,65
FDX03,15.85,Regular,0.061190964,Meat,0.73,OUT049,1999,Supermarket Type1,102
FDX04,19.6,Regular,0.041536962,Frozen Foods,0.71,OUT013,1987,Supermarket Type1,54
FDX04,19.6,Regular,0.041806702,Frozen Foods,0.76,OUT017,2007,Supermarket Type1,54
FDX04,19.6,Regular,0.041740902,Frozen Foods,0.76,OUT018,2009,Supermarket Type2,98
FDX04,,Regular,0.07278643,Frozen Foods,0.77,OUT019,1985,Grocery Store,20
FDX04,,Regular,0.041370245,Frozen Foods,0.72,OUT027,1985,Supermarket Type3,84
FDX04,19.6,Regular,0.041563696,Frozen Foods,0.74,OUT035,2004,Supermarket Type1,35
FDX04,19.6,Regular,0.041655865,Frozen Foods,0.75,OUT045,2002,Supermarket Type1,35
FDX04,19.6,Regular,0.041571557,Frozen Foods,0.77,OUT046,1997,Supermarket Type1,64
FDX04,19.6,Regular,0.04163619,Frozen Foods,0.73,OUT049,1999,Supermarket Type1,118
FDX07,19.2,Regular,0,Fruits and Vegetables,2.81,OUT010,1998,Grocery Store,75
FDX07,19.2,Regular,0,Fruits and Vegetables,2.85,OUT018,2009,Supermarket Type2,393
FDX07,,Regular,0.022807826,Fruits and Vegetables,2.83,OUT027,1985,Supermarket Type3,467
FDX07,19.2,Regular,0.022914478,Fruits and Vegetables,2.8,OUT035,2004,Supermarket Type1,243
FDX07,19.2,Regular,0.022965292,Fruits and Vegetables,2.8,OUT045,2002,Supermarket Type1,262
FDX07,19.2,Regular,0.022954444,Fruits and Vegetables,2.85,OUT049,1999,Supermarket Type1,411
FDX08,12.85,Low Fat,0.022696131,Fruits and Vegetables,2.78,OUT018,2009,Supermarket Type2,271
FDX08,,Low Fat,0.039576776,Fruits and Vegetables,2.78,OUT019,1985,Grocery Store,37
FDX08,12.85,Low Fat,0.022649893,Fruits and Vegetables,2.77,OUT045,2002,Supermarket Type1,127
FDX08,12.85,Low Fat,0.022604051,Fruits and Vegetables,2.8,OUT046,1997,Supermarket Type1,343
FDX08,12.85,Low Fat,0.022639195,Fruits and Vegetables,2.77,OUT049,1999,Supermarket Type1,217
FDX09,9,LF,0.065194971,Snack Foods,2.74,OUT013,1987,Supermarket Type1,257
FDX09,9,Low Fat,0.065515067,Snack Foods,2.75,OUT018,2009,Supermarket Type2,129
FDX09,,Low Fat,0.114243048,Snack Foods,2.7,OUT019,1985,Grocery Store,24
FDX09,,Low Fat,0.064933297,Snack Foods,2.7,OUT027,1985,Supermarket Type3,577
FDX09,9,Low Fat,0.065236932,Snack Foods,2.72,OUT035,2004,Supermarket Type1,941
FDX09,9,Low Fat,0.065350715,Snack Foods,2.71,OUT049,1999,Supermarket Type1,385
FDX10,6.385,reg,0.124410284,Snack Foods,0.53,OUT017,2007,Supermarket Type1,53
FDX10,,Regular,0.123111453,Snack Foods,0.57,OUT027,1985,Supermarket Type3,53
FDX10,6.385,Regular,0.123961415,Snack Foods,0.52,OUT045,2002,Supermarket Type1,20
FDX10,6.385,Regular,0.123710526,Snack Foods,0.58,OUT046,1997,Supermarket Type1,35
FDX11,16,Regular,0.106663245,Baking Goods,2.77,OUT013,1987,Supermarket Type1,483
FDX11,16,Regular,0.107186944,Baking Goods,2.81,OUT018,2009,Supermarket Type2,400
FDX11,16,Regular,0.106731895,Baking Goods,2.83,OUT035,2004,Supermarket Type1,295
FDX11,16,Regular,0.106968577,Baking Goods,2.79,OUT045,2002,Supermarket Type1,315
FDX11,16,Regular,0.106752081,Baking Goods,2.8,OUT046,1997,Supermarket Type1,127
FDX11,16,Regular,0.106918052,Baking Goods,2.83,OUT049,1999,Supermarket Type1,546
FDX12,18.2,Regular,0.043626605,Baking Goods,3.72,OUT010,1998,Grocery Store,54
FDX12,18.2,Regular,0.026059557,Baking Goods,3.72,OUT035,2004,Supermarket Type1,690
FDX12,18.2,Regular,0.026117345,Baking Goods,3.69,OUT045,2002,Supermarket Type1,332
FDX12,18.2,Regular,0.026064486,Baking Goods,3.73,OUT046,1997,Supermarket Type1,434
FDX13,7.725,Low Fat,0.047743195,Others,3.83,OUT013,1987,Supermarket Type1,648
FDX13,7.725,Low Fat,0.047977607,Others,3.85,OUT018,2009,Supermarket Type2,225
FDX13,,Low Fat,0.047551568,Others,3.84,OUT027,1985,Supermarket Type3,822
FDX13,7.725,Low Fat,0.047879864,Others,3.86,OUT045,2002,Supermarket Type1,399
FDX13,7.725,Low Fat,0.047782959,Others,3.84,OUT046,1997,Supermarket Type1,249
FDX14,13.1,Low Fat,0.075363922,Dairy,1.14,OUT017,2007,Supermarket Type1,196
FDX14,,Low Fat,0.13121032,Dairy,1.15,OUT019,1985,Grocery Store,8
FDX14,13.1,Low Fat,0.07494003,Dairy,1.16,OUT046,1997,Supermarket Type1,91
FDX14,13.1,Low Fat,0.075056542,Dairy,1.18,OUT049,1999,Supermarket Type1,61
FDX15,17.2,Low Fat,0.15616879,Meat,2.48,OUT013,1987,Supermarket Type1,370
FDX15,17.2,Low Fat,0.156935553,Meat,2.48,OUT018,2009,Supermarket Type2,193
FDX15,,Low Fat,0.155541973,Meat,2.47,OUT027,1985,Supermarket Type3,65
FDX15,17.2,Low Fat,0.156269303,Meat,2.46,OUT035,2004,Supermarket Type1,305
FDX15,17.2,Low Fat,0.156298858,Meat,2.5,OUT046,1997,Supermarket Type1,129
FDX15,17.2,LF,0.156541861,Meat,2.51,OUT049,1999,Supermarket Type1,289
FDX16,17.85,Low Fat,0.110152524,Frozen Foods,2.32,OUT010,1998,Grocery Store,15
FDX16,17.85,Low Fat,0.06575528,Frozen Foods,2.34,OUT013,1987,Supermarket Type1,255
FDX16,17.85,Low Fat,0,Frozen Foods,2.28,OUT018,2009,Supermarket Type2,90
FDX16,17.85,Low Fat,0.065797601,Frozen Foods,2.28,OUT035,2004,Supermarket Type1,195
FDX16,17.85,Low Fat,0.06594351,Frozen Foods,2.3,OUT045,2002,Supermarket Type1,465
FDX16,17.85,LF,0.065810045,Frozen Foods,2.3,OUT046,1997,Supermarket Type1,225
FDX19,19.1,Low Fat,0.096653315,Fruits and Vegetables,3.63,OUT013,1987,Supermarket Type1,468
FDX19,19.1,Low Fat,0.097280981,Fruits and Vegetables,3.59,OUT017,2007,Supermarket Type1,538
FDX19,19.1,Low Fat,0.097127867,Fruits and Vegetables,3.62,OUT018,2009,Supermarket Type2,164
FDX19,19.1,Low Fat,0.096715523,Fruits and Vegetables,3.63,OUT035,2004,Supermarket Type1,304
FDX19,19.1,Low Fat,0.096929994,Fruits and Vegetables,3.61,OUT045,2002,Supermarket Type1,211
FDX19,19.1,Low Fat,0.096733815,Fruits and Vegetables,3.6,OUT046,1997,Supermarket Type1,515
FDX19,19.1,Low Fat,0.09688421,Fruits and Vegetables,3.6,OUT049,1999,Supermarket Type1,234
FDX20,7.365,Low Fat,0.042524835,Fruits and Vegetables,3.52,OUT013,1987,Supermarket Type1,453
FDX20,7.365,Low Fat,0.04280099,Fruits and Vegetables,3.52,OUT017,2007,Supermarket Type1,204
FDX20,7.365,Low Fat,0.042733625,Fruits and Vegetables,3.5,OUT018,2009,Supermarket Type2,385
FDX20,,Low Fat,0.074517508,Fruits and Vegetables,3.51,OUT019,1985,Grocery Store,46
FDX20,,Low Fat,0.042354152,Fruits and Vegetables,3.5,OUT027,1985,Supermarket Type3,702
FDX20,7.365,Low Fat,0.042552205,Fruits and Vegetables,3.47,OUT035,2004,Supermarket Type1,340
FDX20,7.365,Low Fat,0.042646566,Fruits and Vegetables,3.47,OUT045,2002,Supermarket Type1,46
FDX20,7.365,Low Fat,0.042560252,Fruits and Vegetables,3.49,OUT046,1997,Supermarket Type1,317
FDX20,7.365,LF,0.042626422,Fruits and Vegetables,3.5,OUT049,1999,Supermarket Type1,408
FDX21,7.05,Low Fat,0.1422157,Snack Foods,1.68,OUT010,1998,Grocery Store,15
FDX21,7.05,Low Fat,0.085312137,Snack Foods,1.66,OUT018,2009,Supermarket Type2,124
FDX21,,Low Fat,0.148764535,Snack Foods,1.72,OUT019,1985,Grocery Store,15
FDX21,,LF,0.084554569,Snack Foods,1.7,OUT027,1985,Supermarket Type3,261
FDX21,7.05,LF,0.084949955,Snack Foods,1.7,OUT035,2004,Supermarket Type1,139
FDX21,7.05,Low Fat,0.085138334,Snack Foods,1.68,OUT045,2002,Supermarket Type1,164
FDX21,7.05,Low Fat,0.084966021,Snack Foods,1.72,OUT046,1997,Supermarket Type1,247
FDX21,7.05,Low Fat,0.08509812,Snack Foods,1.67,OUT049,1999,Supermarket Type1,289
FDX22,,Regular,0.04022593,Snack Foods,3.25,OUT019,1985,Grocery Store,25
FDX22,6.785,Regular,0.022970468,Snack Foods,3.26,OUT035,2004,Supermarket Type1,490
FDX22,6.785,Regular,0.023021406,Snack Foods,3.22,OUT045,2002,Supermarket Type1,234
FDX22,6.785,Regular,0.022974812,Snack Foods,3.22,OUT046,1997,Supermarket Type1,654
FDX23,6.445,Low Fat,0.049697923,Baking Goods,1.47,OUT010,1998,Grocery Store,11
FDX23,6.445,Low Fat,0.029667053,Baking Goods,1.46,OUT013,1987,Supermarket Type1,119
FDX23,6.445,Low Fat,0.029859711,Baking Goods,1.45,OUT017,2007,Supermarket Type1,148
FDX23,6.445,Low Fat,0.029812714,Baking Goods,1.47,OUT018,2009,Supermarket Type2,129
FDX23,6.445,Low Fat,0.029686148,Baking Goods,1.49,OUT035,2004,Supermarket Type1,40
FDX23,6.445,Low Fat,0.029691762,Baking Goods,1.43,OUT046,1997,Supermarket Type1,109
FDX24,,LF,0.024387984,Baking Goods,1.43,OUT019,1985,Grocery Store,20
FDX24,,Low Fat,0.013861607,Baking Goods,1.46,OUT027,1985,Supermarket Type3,209
FDX24,8.355,low fat,0.013926425,Baking Goods,1.44,OUT035,2004,Supermarket Type1,114
FDX24,8.355,Low Fat,0.013957308,Baking Goods,1.45,OUT045,2002,Supermarket Type1,153
FDX24,8.355,Low Fat,0.013929059,Baking Goods,1.45,OUT046,1997,Supermarket Type1,228
FDX25,16.7,Low Fat,0.102633047,Others,2.79,OUT017,2007,Supermarket Type1,347
FDX25,16.7,Low Fat,0,Others,2.8,OUT018,2009,Supermarket Type2,256
FDX25,,Low Fat,0.101561568,Others,2.81,OUT027,1985,Supermarket Type3,311
FDX25,16.7,Low Fat,0.10203648,Others,2.79,OUT035,2004,Supermarket Type1,274
FDX25,16.7,LF,0.102055777,Others,2.84,OUT046,1997,Supermarket Type1,311
FDX26,17.7,LF,0.146973462,Dairy,2.84,OUT010,1998,Grocery Store,55
FDX26,17.7,Low Fat,0,Dairy,2.82,OUT013,1987,Supermarket Type1,274
FDX26,17.7,Low Fat,0.088305201,Dairy,2.81,OUT017,2007,Supermarket Type1,420
FDX26,,Low Fat,0.153741385,Dairy,2.82,OUT019,1985,Grocery Store,19
FDX26,,Low Fat,0.087383304,Dairy,2.78,OUT027,1985,Supermarket Type3,402
FDX26,17.7,Low Fat,0.087791917,Dairy,2.79,OUT035,2004,Supermarket Type1,311
FDX26,17.7,Low Fat,0.087986599,Dairy,2.8,OUT045,2002,Supermarket Type1,292
FDX27,20.7,Regular,0.191008614,Dairy,1.43,OUT010,1998,Grocery Store,19
FDX27,20.7,Regular,0.114022125,Dairy,1.44,OUT013,1987,Supermarket Type1,222
FDX27,20.7,Regular,0.114581955,Dairy,1.46,OUT018,2009,Supermarket Type2,97
FDX27,20.7,Regular,0.11411709,Dairy,1.43,OUT046,1997,Supermarket Type1,136
FDX27,20.7,reg,0.114294512,Dairy,1.47,OUT049,1999,Supermarket Type1,125
FDX28,6.325,Low Fat,0.125688044,Frozen Foods,1.56,OUT018,2009,Supermarket Type2,209
FDX28,,Low Fat,0,Frozen Foods,1.56,OUT027,1985,Supermarket Type3,318
FDX28,6.325,Low Fat,0.125154452,Frozen Foods,1.53,OUT035,2004,Supermarket Type1,139
FDX31,20.35,Regular,0.024815024,Fruits and Vegetables,3.61,OUT010,1998,Grocery Store,48
FDX31,20.35,Regular,0.014813268,Fruits and Vegetables,3.62,OUT013,1987,Supermarket Type1,597
FDX31,20.35,Regular,0.014909465,Fruits and Vegetables,3.58,OUT017,2007,Supermarket Type1,620
FDX31,20.35,Regular,0.014885998,Fruits and Vegetables,3.62,OUT018,2009,Supermarket Type2,335
FDX31,,Regular,0,Fruits and Vegetables,3.62,OUT019,1985,Grocery Store,48
FDX31,,Regular,0.014753811,Fruits and Vegetables,3.57,OUT027,1985,Supermarket Type3,549
FDX31,20.35,Regular,0.014822802,Fruits and Vegetables,3.61,OUT035,2004,Supermarket Type1,263
FDX31,20.35,Regular,0,Fruits and Vegetables,3.62,OUT045,2002,Supermarket Type1,144
FDX31,20.35,Regular,0.014825605,Fruits and Vegetables,3.6,OUT046,1997,Supermarket Type1,429
FDX32,15.1,Regular,0,Fruits and Vegetables,2.26,OUT010,1998,Grocery Store,45
FDX32,15.1,Regular,0.100423086,Fruits and Vegetables,2.23,OUT017,2007,Supermarket Type1,266
FDX32,15.1,Regular,0.100265027,Fruits and Vegetables,2.2,OUT018,2009,Supermarket Type2,340
FDX32,,Regular,0.1748389,Fruits and Vegetables,2.21,OUT019,1985,Grocery Store,45
FDX32,15.1,Regular,0.099839365,Fruits and Vegetables,2.21,OUT035,2004,Supermarket Type1,177
FDX32,15.1,Regular,0.100060762,Fruits and Vegetables,2.22,OUT045,2002,Supermarket Type1,266
FDX32,15.1,Regular,0.1000135,Fruits and Vegetables,2.25,OUT049,1999,Supermarket Type1,162
FDX33,9.195,Regular,0.117387066,Snack Foods,2.47,OUT013,1987,Supermarket Type1,599
FDX33,9.195,Regular,0.118149377,Snack Foods,2.48,OUT017,2007,Supermarket Type1,173
FDX33,,Regular,0.116915909,Snack Foods,2.46,OUT027,1985,Supermarket Type3,663
FDX33,9.195,Regular,0.117462619,Snack Foods,2.45,OUT035,2004,Supermarket Type1,301
FDX33,9.195,Regular,0.117484834,Snack Foods,2.45,OUT046,1997,Supermarket Type1,321
FDX33,9.195,Regular,0.117667492,Snack Foods,2.46,OUT049,1999,Supermarket Type1,173
FDX34,6.195,Low Fat,0.072278769,Snack Foods,1.86,OUT018,2009,Supermarket Type2,222
FDX34,,Low Fat,0.071636937,Snack Foods,1.88,OUT027,1985,Supermarket Type3,503
FDX34,6.195,Low Fat,0.071971918,Snack Foods,1.87,OUT035,2004,Supermarket Type1,592
FDX34,6.195,Low Fat,0.072131519,Snack Foods,1.85,OUT045,2002,Supermarket Type1,356
FDX34,6.195,Low Fat,0.07198553,Snack Foods,1.89,OUT046,1997,Supermarket Type1,149
FDX34,6.195,Low Fat,0.072097449,Snack Foods,1.84,OUT049,1999,Supermarket Type1,149
FDX35,5.035,Regular,0.079844043,Breads,3.49,OUT013,1987,Supermarket Type1,418
FDX35,5.035,Regular,0.080362549,Breads,3.53,OUT017,2007,Supermarket Type1,442
FDX35,,Regular,0.139913045,Breads,3.51,OUT019,1985,Grocery Store,47
FDX35,5.035,Regular,0.080072603,Breads,3.52,OUT045,2002,Supermarket Type1,256
FDX35,5.035,Regular,0,Breads,3.52,OUT046,1997,Supermarket Type1,489
FDX36,9.695,Regular,0.128176489,Baking Goods,3.47,OUT013,1987,Supermarket Type1,424
FDX36,9.695,Regular,0.129008866,Baking Goods,3.5,OUT017,2007,Supermarket Type1,317
FDX36,9.695,Regular,0.128805815,Baking Goods,3.46,OUT018,2009,Supermarket Type2,689
FDX36,,Regular,0.224607399,Baking Goods,3.44,OUT019,1985,Grocery Store,56
FDX36,9.695,Regular,0.128543405,Baking Goods,3.49,OUT045,2002,Supermarket Type1,530
FDX36,9.695,Regular,0.128283243,Baking Goods,3.49,OUT046,1997,Supermarket Type1,398
FDX36,9.695,Regular,0.12848269,Baking Goods,3.45,OUT049,1999,Supermarket Type1,583
FDX37,16.2,Low Fat,0.105498192,Others,1.57,OUT010,1998,Grocery Store,40
FDX37,16.2,Low Fat,0,Others,1.55,OUT013,1987,Supermarket Type1,140
FDX37,16.2,Low Fat,0.063385859,Others,1.52,OUT017,2007,Supermarket Type1,270
FDX37,,Low Fat,0.062724117,Others,1.55,OUT027,1985,Supermarket Type3,510
FDX37,16.2,Low Fat,0.063017421,Others,1.55,OUT035,2004,Supermarket Type1,100
FDX37,16.2,Low Fat,0.063127333,Others,1.55,OUT049,1999,Supermarket Type1,160
FDX38,10.5,Regular,0.080688663,Dairy,0.72,OUT010,1998,Grocery Store,5
FDX38,10.5,Regular,0.0481669,Dairy,0.76,OUT013,1987,Supermarket Type1,69
FDX38,10.5,Regular,0.048403392,Dairy,0.75,OUT018,2009,Supermarket Type2,54
FDX38,,Regular,0.084404264,Dairy,0.77,OUT019,1985,Grocery Store,15
FDX38,10.5,Regular,0.048207017,Dairy,0.71,OUT046,1997,Supermarket Type1,59
FDX39,14.3,Regular,0.083147702,Meat,3.24,OUT010,1998,Grocery Store,44
FDX39,14.3,Regular,0.049634817,Meat,3.28,OUT013,1987,Supermarket Type1,323
FDX39,,Regular,0.049435598,Meat,3.24,OUT027,1985,Supermarket Type3,560
FDX39,14.3,reg,0.049676157,Meat,3.28,OUT046,1997,Supermarket Type1,388
FDX39,14.3,Regular,0.04975339,Meat,3.24,OUT049,1999,Supermarket Type1,647
FDX40,12.85,Low Fat,0.165694219,Frozen Foods,0.62,OUT010,1998,Grocery Store,24
FDX40,12.85,Low Fat,0.098910759,Frozen Foods,0.58,OUT013,1987,Supermarket Type1,31
FDX40,12.85,Low Fat,0.099553084,Frozen Foods,0.62,OUT017,2007,Supermarket Type1,132
FDX40,,Low Fat,0.173324207,Frozen Foods,0.62,OUT019,1985,Grocery Store,4
FDX40,12.85,Low Fat,0,Frozen Foods,0.6,OUT035,2004,Supermarket Type1,51
FDX40,12.85,Low Fat,0.099193899,Frozen Foods,0.59,OUT045,2002,Supermarket Type1,66
FDX40,12.85,Low Fat,0.098993139,Frozen Foods,0.61,OUT046,1997,Supermarket Type1,55
FDX43,5.655,LF,0.142732848,Fruits and Vegetables,2.59,OUT010,1998,Grocery Store,17
FDX43,5.655,Low Fat,0.085757338,Fruits and Vegetables,2.54,OUT017,2007,Supermarket Type1,150
FDX43,5.655,Low Fat,0.085622362,Fruits and Vegetables,2.58,OUT018,2009,Supermarket Type2,233
FDX43,5.655,Low Fat,0.085258864,Fruits and Vegetables,2.56,OUT035,2004,Supermarket Type1,184
FDX43,5.655,Low Fat,0.085447928,Fruits and Vegetables,2.56,OUT045,2002,Supermarket Type1,184
FDX43,5.655,LF,0.085274988,Fruits and Vegetables,2.55,OUT046,1997,Supermarket Type1,233
FDX44,9.3,Low Fat,0.042930789,Fruits and Vegetables,1.37,OUT013,1987,Supermarket Type1,143
FDX44,9.3,Low Fat,0.043209581,Fruits and Vegetables,1.4,OUT017,2007,Supermarket Type1,54
FDX44,9.3,Low Fat,0.043141572,Fruits and Vegetables,1.4,OUT018,2009,Supermarket Type2,125
FDX44,,Low Fat,0.042758477,Fruits and Vegetables,1.37,OUT027,1985,Supermarket Type3,206
FDX44,9.3,Low Fat,0.04295842,Fruits and Vegetables,1.38,OUT035,2004,Supermarket Type1,206
